"Data","Y","X","Me","b1_mean","b1_ci_lwr","b1_ci_upr","b2_mean","b2_ci_lwr","b2_ci_upr","b3_mean","b3_ci_lwr","b3_ci_upr","b4_mean","b4_ci_lwr","b4_ci_upr","b2_b4_mean","b2_b4_ci_lwr","b2_b4_ci_upr","TotalEffect_b1","b2","DirectEffect_b3","b4","IndirectEffect_b2_b4"
"mesa","cvd_10y_HF","nRS","FamIncome",0.15543848279446,0.0418754471156923,0.264888111366635,-0.060573590100521,-0.092033312240287,-0.0260991636746295,0.151655246488596,0.0405937165599695,0.261343620770132,-0.0599970137291018,-0.190694503504562,0.0597620519382569,0.00368224051621336,-0.00347355561312859,0.0136506487569577,"0.155 [0.042, 0.265]","-0.061 [-0.092, -0.026]","0.152 [0.041, 0.261]","-0.060 [-0.191, 0.060]","0.004 [-0.003, 0.014]"
"mesa","cvd_10y_HF","nRS","PhysAct",0.153911281677827,0.040033138704496,0.269585285539414,0.00176718485145539,-0.0285033024169802,0.0339926439360938,0.154149839171639,0.0400299354723137,0.269157442591729,-0.117737164873099,-0.236293379012054,0.00383049395577779,-0.000223994455802915,-0.00487851558385054,0.00404464126334832,"0.154 [0.040, 0.270]","0.002 [-0.029, 0.034]","0.154 [0.040, 0.269]","-0.118 [-0.236, 0.004]","-0.000 [-0.005, 0.004]"
"mesa","cvd_10y_HF","nRS","alc",0.154668380243131,0.0501586753822446,0.265003739324582,-0.00018945838283643,-0.0166325014632531,0.0171901153267259,0.154640610763253,0.0480018435076427,0.264811186068222,-0.0277823978128941,-0.249223025858865,0.203465258031252,3.65318700837929e-05,-0.00222547055019659,0.00248607311657907,"0.155 [0.050, 0.265]","-0.000 [-0.017, 0.017]","0.155 [0.048, 0.265]","-0.028 [-0.249, 0.203]","0.000 [-0.002, 0.002]"
"mesa","cvd_10y_HF","nRS","currentSmoker",0.156258119844192,0.0364860769830423,0.262001322137725,0.0409555515296466,0.0149940935890699,0.0672489217480262,0.152616933849244,0.0323379968030552,0.25751896622429,0.232646556208582,0.0797659678728122,0.384175678984875,0.00958256279913978,0.0023151099492688,0.0199063705969919,"0.156 [0.036, 0.262]","0.041 [0.015, 0.067]","0.153 [0.032, 0.258]","0.233 [0.080, 0.384]","0.010 [0.002, 0.020]"
"mesa","cvd_10y_HF","nRS","nutrition",0.153411827208007,0.0362313367123958,0.262223289969593,-0.0152729676879358,-0.0339525682112229,0.00217903768272493,0.149672552144233,0.033604416793561,0.258423232261792,-0.215023178136302,-0.418346029472904,-0.0192060723043884,0.00329658695217576,-0.000677015324967513,0.0104557776782045,"0.153 [0.036, 0.262]","-0.015 [-0.034, 0.002]","0.150 [0.034, 0.258]","-0.215 [-0.418, -0.019]","0.003 [-0.001, 0.010]"
"mesa","cvd_10y_HF","nSES","FamIncome",0.0639075673820062,-0.0613668730857394,0.19631472308068,-0.297031719264037,-0.324055681956359,-0.267666790351546,0.0457655453733835,-0.0782276942550326,0.181125893141891,-0.0596092685205327,-0.184983957132655,0.0700597348621662,0.0176716196326739,-0.0204636186520205,0.0539075709516963,"0.064 [-0.061, 0.196]","-0.297 [-0.324, -0.268]","0.046 [-0.078, 0.181]","-0.060 [-0.185, 0.070]","0.018 [-0.020, 0.054]"
"mesa","cvd_10y_HF","nSES","PhysAct",0.063157688556815,-0.0679171837859893,0.193448726848157,-0.135490957160713,-0.162492232245883,-0.1055275103543,0.0478910578199844,-0.0802107177424998,0.175675297481423,-0.113156189666993,-0.235499918986888,0.0117514978381147,0.015329567838486,-0.00154663839609508,0.0317571918431384,"0.063 [-0.068, 0.193]","-0.135 [-0.162, -0.106]","0.048 [-0.080, 0.176]","-0.113 [-0.235, 0.012]","0.015 [-0.002, 0.032]"
"mesa","cvd_10y_HF","nSES","alc",0.062753888912176,-0.0645053093040875,0.19067210127053,-0.052152166141931,-0.068100338627887,-0.0361855048114087,0.0619457291464708,-0.0661257426636328,0.191929601899898,-0.0113053313363897,-0.23757360902985,0.21088164798805,0.000591729605268328,-0.0108752984535716,0.0122820037774081,"0.063 [-0.065, 0.191]","-0.052 [-0.068, -0.036]","0.062 [-0.066, 0.192]","-0.011 [-0.238, 0.211]","0.001 [-0.011, 0.012]"
"mesa","cvd_10y_HF","nSES","currentSmoker",0.0655771112647313,-0.0577362551339042,0.194074726012041,0.0258427126273141,0.00259584458303429,0.0484383768367108,0.0602924429732987,-0.0627139089803294,0.190445755736044,0.234381033863256,0.0767941974832707,0.393562918459048,0.00608449221338081,0.000367785640555426,0.0142663904130345,"0.066 [-0.058, 0.194]","0.026 [0.003, 0.048]","0.060 [-0.063, 0.190]","0.234 [0.077, 0.394]","0.006 [0.000, 0.014]"
"mesa","cvd_10y_HF","nSES","nutrition",0.0652541177971364,-0.0662261067128423,0.19388198719413,-0.0176778612320648,-0.036082005548511,2.33291420453755e-05,0.0615842413539775,-0.0722226635634724,0.192079618685805,-0.221109241932499,-0.449902093721968,-0.000988394461581525,0.00389680772659224,-0.000342771665855222,0.0110163235390014,"0.065 [-0.066, 0.194]","-0.018 [-0.036, 0.000]","0.062 [-0.072, 0.192]","-0.221 [-0.450, -0.001]","0.004 [-0.000, 0.011]"
